RID,Time_Departure,Distance,Weekday,Hour,Day,Signaltype,Time_Arrival,Speed_Per_Hour,Time_Driving,Address1,Address2
R00922,2023-02-08 10:00:00,268471.11584133335,Tue,14,30,25,2023-02-08 11:46:00,41.29474409403963,23404.0,충청남도,상세주소922
R00923,2023-02-08 11:00:00,240156.72152824726,Mon,22,16,10,2023-02-08 15:46:00,51.11966045778125,16912.0,경기도,상세주소923
R00924,2023-02-08 12:00:00,128138.83783630081,Wed,3,28,27,2023-02-08 14:40:00,26.399905089403035,17473.0,경기도,상세주소924
R00925,2023-02-08 13:00:00,7718.323187715102,Sat,17,2,1,2023-02-08 14:36:00,34.91350881904009,795.0,인천광역시,상세주소925
R00926,2023-02-08 14:00:00,81334.53045609887,Mon,20,20,7,2023-02-08 18:17:00,98.46743759459619,2973.0,인천광역시,상세주소926
R00927,2023-02-08 15:00:00,162948.63018359922,Sat,2,20,28,2023-02-08 18:12:00,73.84629147281399,7943.0,충청남도,상세주소927
R00928,2023-02-08 16:00:00,190409.98772801802,Sun,21,27,10,2023-02-08 16:44:00,32.58596834054131,21035.0,경기도,상세주소928
R00929,2023-02-08 17:00:00,78108.41794452748,Wed,7,14,36,2023-02-08 21:21:00,83.8965798925411,3351.0,경기도,상세주소929
R00930,2023-02-08 18:00:00,42667.466147774416,Wed,22,3,17,2023-02-08 21:44:00,45.926049076093136,3344.0,서울특별시,상세주소930
R00931,2023-02-08 19:00:00,250644.14080299044,Tue,2,23,49,2023-02-08 19:59:00,72.81901216666795,12391.0,서울특별시,상세주소931
R00932,2023-02-08 20:00:00,295336.2520303621,Tue,7,12,13,2023-02-09 00:09:00,72.52027208791343,14660.0,경기도,상세주소932
R00933,2023-02-08 21:00:00,158181.36450850306,Mon,17,8,9,2023-02-08 23:56:00,93.29981400165397,6103.0,경기도,상세주소933
R00934,2023-02-08 22:00:00,52332.10646864275,Sun,9,2,34,2023-02-09 02:48:00,49.2454049899909,3825.0,서울특별시,상세주소934
R00935,2023-02-08 23:00:00,82419.89062929132,Sat,19,4,8,2023-02-09 01:52:00,45.19541225639931,6565.0,인천광역시,상세주소935
R00936,2023-02-09 00:00:00,6498.812287692554,Sun,16,14,34,2023-02-09 04:24:00,10.0,2339.0,경기도,상세주소936
R00937,2023-02-09 01:00:00,274375.3431615892,Wed,7,16,10,2023-02-09 03:24:00,57.564537466136564,17159.0,서울특별시,상세주소937
R00938,2023-02-09 02:00:00,36207.5737841522,Mon,22,19,43,2023-02-09 03:59:00,74.50659663968466,1749.0,충청남도,상세주소938
R00939,2023-02-09 03:00:00,173378.42617876182,Thu,10,2,11,2023-02-09 06:57:00,77.23947670538946,8080.0,-,상세주소939
R00940,2023-02-09 04:00:00,82942.5109854746,Mon,4,12,2,2023-02-09 07:13:00,85.04798759257517,3510.0,경기도,상세주소940
R00941,2023-02-09 05:00:00,166699.22275222224,Fri,12,29,38,2023-02-09 06:53:00,65.79611483996787,9120.0,경기도,상세주소941
R00942,2023-02-09 06:00:00,195774.6961172074,Mon,20,14,13,2023-02-09 07:46:00,70.09562236478334,10054.0,강원도,상세주소942
R00943,2023-02-09 07:00:00,249092.79930845328,Sun,22,6,27,2023-02-09 10:10:00,61.362408814272285,14613.0,경기도,상세주소943
R00944,2023-02-09 08:00:00,62719.96025642036,Fri,4,13,10,2023-02-09 08:34:00,74.14909671105802,3045.0,인천광역시,상세주소944
R00945,2023-02-09 09:00:00,4287.752768885663,Fri,23,4,38,2023-02-09 10:47:00,41.315152858000204,373.0,서울특별시,상세주소945
R00946,2023-02-09 10:00:00,41928.803390573376,Fri,12,22,24,2023-02-09 12:00:00,31.83070338169497,4742.0,경기도,상세주소946
R00947,2023-02-09 11:00:00,270105.5739125834,Thu,5,18,20,2023-02-09 12:56:00,43.425239811174336,22392.0,서울특별시,상세주소947
R00948,2023-02-09 12:00:00,262293.13319119206,Mon,4,12,9,2023-02-09 16:59:00,64.27247435173314,14691.0,서울특별시,상세주소948
R00949,2023-02-09 13:00:00,179626.5175489222,Sun,8,20,42,2023-02-09 15:13:00,33.991506683895054,19024.0,서울특별시,상세주소949
R00950,2023-02-09 14:00:00,180554.54126966235,Mon,15,27,14,2023-02-09 17:24:00,47.335116807916236,13731.0,경기도,상세주소950
R00951,2023-02-09 15:00:00,199845.9656893304,Thu,1,22,18,2023-02-09 16:23:00,47.97411433929668,14996.0,-,상세주소951
R00952,2023-02-09 16:00:00,53436.012308411424,Wed,0,30,47,2023-02-09 20:00:00,75.63642421930912,2543.0,서울특별시,상세주소952
R00953,2023-02-09 17:00:00,274409.171831563,Tue,7,21,21,2023-02-09 19:04:00,73.20190921060758,13495.0,서울특별시,상세주소953
R00954,2023-02-09 18:00:00,126212.38694272986,Sun,18,19,20,2023-02-09 22:12:00,61.40972184517834,7398.0,충청남도,상세주소954
R00955,2023-02-09 19:00:00,115558.41994659974,Sun,10,8,43,2023-02-09 19:38:00,69.02129763275114,6027.0,서울특별시,상세주소955
R00956,2023-02-09 20:00:00,156156.39387956844,Mon,11,7,31,2023-02-09 21:22:00,69.41580887933941,8098.0,인천광역시,상세주소956
R00957,2023-02-09 21:00:00,15042.824065741459,Tue,11,16,49,2023-02-09 22:46:00,52.72760885734057,1027.0,-,상세주소957
R00958,2023-02-09 22:00:00,50718.727258067745,Sat,6,19,22,2023-02-10 01:55:00,49.15001387224543,3714.0,경기도,상세주소958
R00959,2023-02-09 23:00:00,221672.05131148477,Sat,12,6,12,2023-02-10 01:21:00,90.73372831244743,8795.0,서울특별시,상세주소959
R00960,2023-02-10 00:00:00,25756.801709612813,Thu,7,20,4,2023-02-10 03:14:00,10.217443903953523,9075.0,강원도,상세주소960
R00961,2023-02-10 01:00:00,181342.48073045007,Sat,21,27,3,2023-02-10 01:56:00,45.17393262125495,14451.0,경기도,상세주소961
R00962,2023-02-10 02:00:00,74359.38379471496,Sun,8,21,27,2023-02-10 03:39:00,55.924349571801876,4786.0,경기도,상세주소962
R00963,2023-02-10 03:00:00,117399.38859855098,Sat,6,11,13,2023-02-10 07:07:00,71.19902854638694,5936.0,강원도,상세주소963
R00964,2023-02-10 04:00:00,87319.42729443926,Wed,20,5,7,2023-02-10 07:38:00,82.71013052206384,3800.0,충청남도,상세주소964
R00965,2023-02-10 05:00:00,107346.1422230198,Wed,23,16,8,2023-02-10 07:33:00,97.13463208376294,3978.0,-,상세주소965
R00966,2023-02-10 06:00:00,215994.72565008941,Wed,14,7,34,2023-02-10 06:48:00,58.16578634259739,13368.0,경기도,상세주소966
R00967,2023-02-10 07:00:00,89839.39297132933,Sat,1,27,36,2023-02-10 11:46:00,59.505287506203324,5435.0,경기도,상세주소967
R00968,2023-02-10 08:00:00,170354.98744877227,Thu,22,5,20,2023-02-10 08:51:00,67.2522012123036,9119.0,경기도,상세주소968
R00969,2023-02-10 09:00:00,143339.0702575308,Fri,19,11,17,2023-02-10 10:09:00,49.377581233421566,10450.0,서울특별시,상세주소969
R00970,2023-02-10 10:00:00,199437.6784434318,Fri,11,15,32,2023-02-10 11:07:00,36.3152545588825,19770.0,서울특별시,상세주소970
R00971,2023-02-10 11:00:00,281112.09205810266,Tue,0,3,7,2023-02-10 12:17:00,58.07499067471963,17425.0,경기도,상세주소971
R00972,2023-02-10 12:00:00,220039.05706586485,Fri,22,26,48,2023-02-10 15:32:00,74.90744584003596,10574.0,경기도,상세주소972
R00973,2023-02-10 13:00:00,65267.17319863627,Fri,21,5,16,2023-02-10 14:44:00,55.141531076470386,4261.0,서울특별시,상세주소973
R00974,2023-02-10 14:00:00,10323.757383324117,Wed,7,23,42,2023-02-10 17:58:00,68.26870777436186,544.0,서울특별시,상세주소974
R00975,2023-02-10 15:00:00,79416.9492456477,Wed,4,21,30,2023-02-10 18:32:00,22.623653742569275,12637.0,경기도,상세주소975
R00976,2023-02-10 16:00:00,178928.3012793762,Sat,14,5,33,2023-02-10 18:16:00,60.36809246838917,10670.0,강원도,상세주소976
R00977,2023-02-10 17:00:00,16376.318231790854,Tue,0,9,5,2023-02-10 20:37:00,51.9310681857135,1135.0,경기도,상세주소977
R00978,2023-02-10 18:00:00,149413.50791316965,Mon,0,15,21,2023-02-10 22:53:00,34.497524890176294,15592.0,인천광역시,상세주소978
R00979,2023-02-10 19:00:00,179456.0118261499,Sun,9,3,13,2023-02-10 20:55:00,73.14425007169694,8832.0,충청남도,상세주소979
R00980,2023-02-10 20:00:00,100938.92335427129,Tue,21,29,2,2023-02-10 22:46:00,96.9129113854863,3749.0,서울특별시,상세주소980
R00981,2023-02-10 21:00:00,231502.74892000074,Tue,9,6,11,2023-02-10 23:04:00,79.7991785136177,10443.0,경기도,상세주소981
R00982,2023-02-10 22:00:00,32872.877686997774,Thu,20,17,35,2023-02-11 02:34:00,81.0749801095688,1459.0,경기도,상세주소982
R00983,2023-02-10 23:00:00,23466.19673900682,Sat,14,26,11,2023-02-11 00:59:00,74.24954069233608,1137.0,충청남도,상세주소983
R00984,2023-02-11 00:00:00,218728.4381048774,Thu,16,21,44,2023-02-11 01:28:00,72.9290289929244,10797.0,경기도,상세주소984
R00985,2023-02-11 01:00:00,149151.90354565333,Tue,21,8,1,2023-02-11 01:57:00,24.01136128848968,22362.0,인천광역시,상세주소985
R00986,2023-02-11 02:00:00,206832.31653189307,Tue,5,21,1,2023-02-11 03:41:00,57.44098099856022,12962.0,-,상세주소986
R00987,2023-02-11 03:00:00,131013.37424252012,Tue,2,25,14,2023-02-11 07:59:00,70.17339533291735,6721.0,-,상세주소987
R00988,2023-02-11 04:00:00,74674.20793849294,Fri,12,11,22,2023-02-11 04:53:00,70.62809562401735,3806.0,서울특별시,상세주소988
R00989,2023-02-11 05:00:00,245911.5929845857,Sun,15,6,28,2023-02-11 07:21:00,85.43412378539409,10362.0,충청남도,상세주소989
R00990,2023-02-11 06:00:00,240025.3478117248,Sun,7,8,16,2023-02-11 07:25:00,39.352047007336424,21957.0,-,상세주소990
R00991,2023-02-11 07:00:00,208714.2447854736,Thu,14,10,31,2023-02-11 11:12:00,72.14543230815397,10414.0,경기도,상세주소991
R00992,2023-02-11 08:00:00,82371.39603175885,Tue,16,24,6,2023-02-11 10:29:00,38.69917992014773,7662.0,경기도,상세주소992
R00993,2023-02-11 09:00:00,177478.96939385703,Sun,16,29,29,2023-02-11 12:28:00,55.766008203218796,11457.0,경기도,상세주소993
R00994,2023-02-11 10:00:00,108931.195185068,Wed,21,3,27,2023-02-11 13:38:00,58.76073985529449,6673.0,경기도,상세주소994
R00995,2023-02-11 11:00:00,28383.03992466361,Sun,12,23,13,2023-02-11 12:35:00,77.25141828097904,1322.0,충청남도,상세주소995
R00996,2023-02-11 12:00:00,275276.7590632106,Sat,16,14,43,2023-02-11 16:38:00,74.89906776800689,13231.0,서울특별시,상세주소996
R00997,2023-02-11 13:00:00,41908.77064476946,Sat,5,23,29,2023-02-11 14:45:00,62.40661175423278,2417.0,충청남도,상세주소997
R00998,2023-02-11 14:00:00,285120.96879241994,Sun,16,14,16,2023-02-11 16:46:00,16.959249575585815,60523.0,인천광역시,상세주소998
R00999,2023-02-11 15:00:00,134355.72611442878,Wed,15,10,31,2023-02-11 18:13:00,68.89667465984108,7020.0,서울특별시,상세주소999
R01000,2023-02-11 16:00:00,56354.74572274728,Sat,13,12,45,2023-02-11 20:22:00,54.646470459224254,3712.0,서울특별시,상세주소1000
R01001,2023-02-11 17:00:00,163028.3832661291,Fri,12,6,5,2023-02-11 21:44:00,87.836117832382,6681.0,경기도,상세주소1001
R01002,2023-02-11 18:00:00,262010.8049270461,Sun,5,12,23,2023-02-11 21:19:00,83.06987088680738,11354.0,충청남도,상세주소1002
R01003,2023-02-11 19:00:00,219935.24103645878,Fri,2,23,5,2023-02-11 22:23:00,41.23954186188684,19199.0,서울특별시,상세주소1003
R01004,2023-02-11 20:00:00,242161.78321057346,Sun,13,14,26,2023-02-11 20:47:00,71.6434847798117,12168.0,서울특별시,상세주소1004
R01005,2023-02-11 21:00:00,197976.22664650448,Mon,13,2,17,2023-02-11 22:39:00,72.03821212320808,9893.0,경기도,상세주소1005
R01006,2023-02-11 22:00:00,207990.6927908379,Mon,14,9,23,2023-02-12 00:25:00,70.58367159233852,10608.0,강원도,상세주소1006
R01007,2023-02-11 23:00:00,254909.49981803045,Mon,7,10,36,2023-02-12 00:49:00,67.99162149491198,13496.0,강원도,상세주소1007
R01008,2023-02-12 00:00:00,75650.7346488966,Sat,14,26,23,2023-02-12 00:44:00,72.603091729365,3751.0,서울특별시,상세주소1008
R01009,2023-02-12 01:00:00,147338.064129299,Fri,21,17,37,2023-02-12 04:25:00,90.02971631147992,5891.0,서울특별시,상세주소1009
R01010,2023-02-12 02:00:00,67141.62310406107,Fri,12,17,33,2023-02-12 06:58:00,48.97239333546927,4935.0,인천광역시,상세주소1010
R01011,2023-02-12 03:00:00,296312.73439099744,Fri,16,3,39,2023-02-12 05:28:00,41.883807534857596,25468.0,경기도,상세주소1011
R01012,2023-02-12 04:00:00,283273.74256629735,Wed,20,30,46,2023-02-12 07:37:00,75.65430271011007,13479.0,경기도,상세주소1012
R01013,2023-02-12 05:00:00,12788.616599183264,Fri,23,19,14,2023-02-12 06:26:00,22.332758107376833,2061.0,서울특별시,상세주소1013
R01014,2023-02-12 06:00:00,211966.97658219084,Wed,2,1,10,2023-02-12 09:48:00,73.0804772112574,10441.0,경기도,상세주소1014
R01015,2023-02-12 07:00:00,277649.2469072841,Mon,5,12,21,2023-02-12 07:46:00,69.53877937084094,14373.0,서울특별시,상세주소1015
R01016,2023-02-12 08:00:00,54992.02819307273,Mon,4,7,23,2023-02-12 09:24:00,13.089949527755522,15123.0,서울특별시,상세주소1016
R01017,2023-02-12 09:00:00,170815.62393523622,Sat,21,4,0,2023-02-12 13:58:00,47.273266807792695,13008.0,경기도,상세주소1017
R01018,2023-02-12 10:00:00,274731.0009788245,Sun,16,10,17,2023-02-12 11:56:00,91.51949051215968,10806.0,경기도,상세주소1018
R01019,2023-02-12 11:00:00,11149.847597153854,Mon,22,13,43,2023-02-12 11:58:00,30.8564693856812,1300.0,경기도,상세주소1019
R01020,2023-02-12 12:00:00,209528.65990680514,Sun,1,2,11,2023-02-12 12:51:00,64.25183229898857,11739.0,경기도,상세주소1020
R01021,2023-02-12 13:00:00,89907.35320439268,Sun,14,10,42,2023-02-12 14:17:00,39.90189400012431,8111.0,서울특별시,상세주소1021
R01022,2023-02-12 14:00:00,277394.4624175826,Sat,4,21,27,2023-02-12 14:34:00,45.82107391876469,21793.0,서울특별시,상세주소1022
R01023,2023-02-12 15:00:00,291346.41530444496,Tue,19,22,39,2023-02-12 19:39:00,98.32637640854676,10666.0,-,상세주소1023
R01024,2023-02-12 16:00:00,283335.68024491676,Tue,5,25,6,2023-02-12 19:12:00,62.46888691572279,16328.0,경기도,상세주소1024
R01025,2023-02-12 17:00:00,142790.05078058166,Thu,5,4,22,2023-02-12 20:51:00,70.33901377125846,7308.0,충청남도,상세주소1025
R01026,2023-02-12 18:00:00,258750.75264580472,Sat,17,18,20,2023-02-12 20:10:00,57.75070847146972,16129.0,경기도,상세주소1026
R01027,2023-02-12 19:00:00,253520.27016198603,Thu,17,5,33,2023-02-12 20:40:00,29.69733371804754,30732.0,서울특별시,상세주소1027
R01028,2023-02-12 20:00:00,96411.04149973343,Thu,3,19,10,2023-02-12 23:12:00,36.30153586204678,9561.0,서울특별시,상세주소1028
R01029,2023-02-12 21:00:00,248845.72677105252,Tue,16,2,21,2023-02-13 00:22:00,83.56860651284464,10719.0,서울특별시,상세주소1029
R01030,2023-02-12 22:00:00,12065.282779932293,Sat,13,12,41,2023-02-13 00:50:00,63.05784296691469,688.0,인천광역시,상세주소1030
R01031,2023-02-12 23:00:00,179284.69366613386,Tue,13,17,34,2023-02-13 01:47:00,44.59423288087031,14473.0,경기도,상세주소1031
R01032,2023-02-13 00:00:00,69772.64234902321,Thu,12,10,28,2023-02-13 01:35:00,59.5589639748628,4217.0,경기도,상세주소1032
R01033,2023-02-13 01:00:00,37049.498847406365,Sat,6,2,41,2023-02-13 04:47:00,73.23195926567897,1821.0,충청남도,상세주소1033
R01034,2023-02-13 02:00:00,24009.007287133536,Thu,11,6,27,2023-02-13 06:17:00,69.08977695166627,1251.0,경기도,상세주소1034
R01035,2023-02-13 03:00:00,209190.3439875638,Fri,22,8,17,2023-02-13 06:21:00,44.60421599568309,16883.0,경기도,상세주소1035
R01036,2023-02-13 04:00:00,102622.61416665178,Sun,14,29,13,2023-02-13 05:09:00,28.49393442125693,12965.0,경기도,상세주소1036
R01037,2023-02-13 05:00:00,217705.26468709967,Sat,18,19,17,2023-02-13 05:36:00,51.85906913556908,15112.0,경기도,상세주소1037
R01038,2023-02-13 06:00:00,20541.545898883767,Sat,10,11,27,2023-02-13 09:23:00,82.18097271873414,899.0,서울특별시,상세주소1038
R01039,2023-02-13 07:00:00,95271.81101135249,Sun,14,25,23,2023-02-13 10:00:00,77.08753930214421,4449.0,서울특별시,상세주소1039
R01040,2023-02-13 08:00:00,162307.89642022582,Thu,11,12,7,2023-02-13 12:00:00,68.20806529850324,8566.0,경기도,상세주소1040
R01041,2023-02-13 09:00:00,237426.2262868501,Fri,2,9,41,2023-02-13 10:55:00,56.582391770677766,15106.0,경기도,상세주소1041
R01042,2023-02-13 10:00:00,96306.9983766889,Wed,16,2,44,2023-02-13 14:42:00,49.66506475878765,6980.0,인천광역시,상세주소1042
R01043,2023-02-13 11:00:00,188141.52155466573,Sun,2,8,7,2023-02-13 11:50:00,56.953431910912805,11892.0,인천광역시,상세주소1043
R01044,2023-02-13 12:00:00,265907.34672261996,Tue,18,26,3,2023-02-13 16:46:00,75.63543328604243,12656.0,-,상세주소1044
R01045,2023-02-13 13:00:00,185143.09326650907,Thu,19,11,26,2023-02-13 14:02:00,80.20381224471522,8310.0,강원도,상세주소1045
R01046,2023-02-13 14:00:00,70654.88295133649,Sun,3,28,35,2023-02-13 18:49:00,54.764264701554644,4644.0,강원도,상세주소1046
R01047,2023-02-13 15:00:00,8295.833685404868,Sun,2,21,4,2023-02-13 19:23:00,110.72462619055187,269.0,인천광역시,상세주소1047
R01048,2023-02-13 16:00:00,261159.56329637804,Sat,15,4,32,2023-02-13 16:32:00,61.848075515541126,15201.0,서울특별시,상세주소1048
R01049,2023-02-13 17:00:00,7359.553844265754,Tue,11,10,48,2023-02-13 21:16:00,53.06089100130197,499.0,경기도,상세주소1049
R01050,2023-02-13 18:00:00,262535.8001325756,Tue,7,21,33,2023-02-13 19:39:00,89.513388772191,10558.0,서울특별시,상세주소1050
R01051,2023-02-13 19:00:00,159152.20307413637,Tue,23,20,29,2023-02-13 23:43:00,19.234069404754493,29788.0,경기도,상세주소1051
R01052,2023-02-13 20:00:00,281781.24185535597,Sun,16,16,7,2023-02-13 22:53:00,69.60067389130711,14574.0,충청남도,상세주소1052
R01053,2023-02-13 21:00:00,239836.18749632596,Wed,6,8,38,2023-02-13 21:53:00,58.544032147334065,14748.0,서울특별시,상세주소1053
R01054,2023-02-13 22:00:00,299382.2990494679,Mon,10,4,46,2023-02-14 02:23:00,88.96368639742717,12114.0,서울특별시,상세주소1054
R01055,2023-02-13 23:00:00,105862.83282006133,Thu,17,29,25,2023-02-14 02:24:00,72.09846717300384,5285.0,경기도,상세주소1055
R01056,2023-02-14 00:00:00,230389.29839040694,Mon,0,10,36,2023-02-14 03:08:00,62.78204339683317,13210.0,서울특별시,상세주소1056
R01057,2023-02-14 01:00:00,121177.3431691634,Sun,2,12,33,2023-02-14 01:47:00,73.25267595093098,5955.0,경기도,상세주소1057
R01058,2023-02-14 02:00:00,144482.81047086875,Mon,3,29,6,2023-02-14 03:13:00,38.88835375758496,13375.0,경기도,상세주소1058
R01059,2023-02-14 03:00:00,188624.13350229265,Sun,12,14,39,2023-02-14 06:04:00,79.33639668957719,8559.0,경기도,상세주소1059
R01060,2023-02-14 04:00:00,262229.4571417153,Mon,5,16,27,2023-02-14 08:20:00,33.108284859730574,28513.0,경기도,상세주소1060
R01061,2023-02-14 05:00:00,295240.9572905892,Tue,13,22,38,2023-02-14 09:14:00,67.16994761628729,15823.0,서울특별시,상세주소1061
R01062,2023-02-14 06:00:00,230713.75074549095,Fri,4,18,38,2023-02-14 10:06:00,60.71228682172049,13680.0,서울특별시,상세주소1062
R01063,2023-02-14 07:00:00,125912.2678680328,Tue,15,21,27,2023-02-14 08:25:00,24.738908472571495,18322.0,충청남도,상세주소1063
R01064,2023-02-14 08:00:00,126985.74368084398,Tue,14,22,13,2023-02-14 09:00:00,61.378841161920995,7447.0,서울특별시,상세주소1064
R01065,2023-02-14 09:00:00,221537.10817507855,Sat,14,21,49,2023-02-14 10:28:00,65.63973503412596,12150.0,경기도,상세주소1065
R01066,2023-02-14 10:00:00,72394.3665847224,Sat,3,12,37,2023-02-14 14:24:00,46.90248052084418,5556.0,-,상세주소1066
R01067,2023-02-14 11:00:00,34031.759826287,Mon,7,18,3,2023-02-14 13:16:00,39.75156002314784,3082.0,서울특별시,상세주소1067
R01068,2023-02-14 12:00:00,107032.02513459219,Sun,15,30,41,2023-02-14 15:40:00,69.84354806856794,5516.0,서울특별시,상세주소1068
R01069,2023-02-14 13:00:00,86884.45850457044,Tue,15,7,17,2023-02-14 13:47:00,318.69189226350977,981.0,서울특별시,상세주소1069
R01070,2023-02-14 14:00:00,89596.12801634104,Mon,3,20,43,2023-02-14 18:15:00,64.53638178508088,4997.0,충청남도,상세주소1070
R01071,2023-02-14 15:00:00,70848.71756392307,Sat,12,24,47,2023-02-14 18:16:00,60.17683544709767,4238.0,경기도,상세주소1071
R01072,2023-02-14 16:00:00,13585.863701272203,Fri,12,23,24,2023-02-14 17:40:00,48.668739660488065,1004.0,경기도,상세주소1072
R01073,2023-02-14 17:00:00,6344.306485290729,Thu,1,7,6,2023-02-14 18:23:00,105.44362905329537,216.0,인천광역시,상세주소1073
R01074,2023-02-14 18:00:00,296328.99453107343,Mon,2,9,37,2023-02-14 22:34:00,54.03338319503823,19743.0,경기도,상세주소1074
R01075,2023-02-14 19:00:00,128904.16698702284,Fri,21,1,27,2023-02-14 20:45:00,42.69773273062434,10868.0,충청남도,상세주소1075
R01076,2023-02-14 20:00:00,115913.66750074482,Thu,7,26,4,2023-02-14 21:04:00,61.08854550420268,6830.0,서울특별시,상세주소1076
R01077,2023-02-14 21:00:00,204214.53752522788,Wed,23,6,2,2023-02-15 01:56:00,56.381179073777645,13039.0,서울특별시,상세주소1077
R01078,2023-02-14 22:00:00,66257.91247165418,Mon,14,6,43,2023-02-15 00:30:00,53.569743831670195,4452.0,인천광역시,상세주소1078
R01079,2023-02-14 23:00:00,285038.3940011174,Mon,10,22,30,2023-02-14 23:54:00,97.48552181211971,10526.0,경기도,상세주소1079
R01080,2023-02-15 00:00:00,236117.15931025005,Wed,8,29,46,2023-02-15 03:09:00,37.40504363990786,22724.0,충청남도,상세주소1080
R01081,2023-02-15 01:00:00,27733.889691365595,Wed,6,12,41,2023-02-15 02:53:00,60.74874137587412,1643.0,-,상세주소1081
R01082,2023-02-15 02:00:00,125856.65195969358,Mon,12,22,19,2023-02-15 04:23:00,38.746539501429766,11693.0,서울특별시,상세주소1082
R01083,2023-02-15 03:00:00,263856.37396108726,Wed,1,12,18,2023-02-15 07:12:00,49.17950457207943,19314.0,강원도,상세주소1083
R01084,2023-02-15 04:00:00,283474.8746651317,Tue,7,10,47,2023-02-15 07:15:00,94.72231899790064,10773.0,경기도,상세주소1084
R01085,2023-02-15 05:00:00,140753.05186371104,Thu,6,23,10,2023-02-15 08:40:00,65.62890111443787,7720.0,충청남도,상세주소1085
R01086,2023-02-15 06:00:00,184410.0053740016,Thu,23,30,39,2023-02-15 09:24:00,65.38741190376768,10152.0,경기도,상세주소1086
R01087,2023-02-15 07:00:00,50943.149881530495,Thu,11,26,2,2023-02-15 07:30:00,41.21037543744291,4450.0,경기도,상세주소1087
R01088,2023-02-15 08:00:00,297359.419214956,Tue,18,6,22,2023-02-15 12:18:00,51.507568825664364,20783.0,경기도,상세주소1088
R01089,2023-02-15 09:00:00,70269.83871364957,Sun,6,17,6,2023-02-15 10:55:00,96.46243043117006,2622.0,경기도,상세주소1089
R01090,2023-02-15 10:00:00,282876.80046640255,Wed,9,19,22,2023-02-15 11:31:00,69.98724492873822,14550.0,경기도,상세주소1090
R01091,2023-02-15 11:00:00,195244.34804871818,Fri,15,18,6,2023-02-15 14:55:00,53.2057029671419,13210.0,강원도,상세주소1091
R01092,2023-02-15 12:00:00,182713.30166877888,Wed,2,6,45,2023-02-15 14:14:00,68.81214513939878,9558.0,충청남도,상세주소1092
R01093,2023-02-15 13:00:00,154293.86479393605,Mon,9,24,33,2023-02-15 17:39:00,65.35327726422418,8499.0,경기도,상세주소1093
R01094,2023-02-15 14:00:00,69970.27370360984,Sat,5,19,41,2023-02-15 14:42:00,43.211206922962475,5829.0,경기도,상세주소1094
R01095,2023-02-15 15:00:00,53781.88156964697,Thu,17,10,18,2023-02-15 18:12:00,52.62383502955852,3679.0,충청남도,상세주소1095
R01096,2023-02-15 16:00:00,66925.37651198242,Wed,17,24,8,2023-02-15 17:12:00,105.09072204215731,2292.0,경기도,상세주소1096
R01097,2023-02-15 17:00:00,56745.0403811321,Fri,4,8,47,2023-02-15 19:20:00,67.84005166893282,3011.0,경기도,상세주소1097
R01098,2023-02-15 18:00:00,234095.75759645924,Mon,20,21,17,2023-02-15 21:54:00,28.619159773809145,29446.0,서울특별시,상세주소1098
R01099,2023-02-15 19:00:00,105687.4524908523,Tue,6,24,40,2023-02-15 23:45:00,70.20420296492821,5419.0,서울특별시,상세주소1099
R01100,2023-02-15 20:00:00,18294.960292455515,Sun,1,6,47,2023-02-15 22:53:00,86.06176546055892,765.0,경기도,상세주소1100
R01101,2023-02-15 21:00:00,290761.6864121026,Tue,10,21,44,2023-02-15 23:55:00,41.91243639694545,24974.0,인천광역시,상세주소1101
R01102,2023-02-15 22:00:00,265251.97960406425,Fri,12,25,41,2023-02-16 01:13:00,50.863154066330395,18774.0,서울특별시,상세주소1102
R01103,2023-02-15 23:00:00,278397.9326753687,Mon,22,30,24,2023-02-16 02:18:00,89.07541909917036,11251.0,경기도,상세주소1103
R01104,2023-02-16 00:00:00,298477.43897128414,Thu,4,7,13,2023-02-16 04:22:00,60.69824937652461,17702.0,강원도,상세주소1104
R01105,2023-02-16 01:00:00,52994.6795166267,Wed,5,24,43,2023-02-16 02:29:00,57.142435544174205,3338.0,서울특별시,상세주소1105
R01106,2023-02-16 02:00:00,119476.36365189496,Mon,23,1,24,2023-02-16 06:24:00,33.27883940243042,12924.0,경기도,상세주소1106
R01107,2023-02-16 03:00:00,227713.3042355233,Sun,13,27,18,2023-02-16 06:14:00,81.41132616961734,10069.0,경기도,상세주소1107
R01108,2023-02-16 04:00:00,209110.1647980839,Tue,11,18,38,2023-02-16 07:43:00,56.23061926498746,13387.0,경기도,상세주소1108
R01109,2023-02-16 05:00:00,47014.87599561666,Sun,3,24,14,2023-02-16 09:23:00,16.580341296864617,10208.0,서울특별시,상세주소1109
R01110,2023-02-16 06:00:00,244934.1043721947,Sun,22,28,15,2023-02-16 09:32:00,28.54724970467492,30887.0,경기도,상세주소1110
R01111,2023-02-16 07:00:00,68107.73097916154,Fri,5,25,26,2023-02-16 11:21:00,48.768387696346046,5027.0,서울특별시,상세주소1111
R01112,2023-02-16 08:00:00,67921.4668319643,Fri,9,20,39,2023-02-16 10:16:00,38.54315413674729,6343.0,경기도,상세주소1112
R01113,2023-02-16 09:00:00,161555.35244513064,Wed,17,12,9,2023-02-16 13:12:00,41.680764926000435,13953.0,서울특별시,상세주소1113
