number,building_material,parking_spaces,subway_stations_1km,amenities_500m,school_score,price_eok
1031,철근콘크리트,2.0,2.0,13.0,10.0,39.1
1032,철근콘크리트,1.0,2.0,12.0,7.0,18.2
1033,벽돌,1.0,,3.0,3.0,29.0
1034,벽돌,2.0,2.0,1.0,2.0,31.8
1035,목조,1.0,3.0,2.0,6.0,24.3
1036,철근콘크리트,,3.0,7.0,10.0,32.4
1037,철근콘크리트,2.0,1.0,3.0,1.0,29.1
1038,목조,1.0,0.0,3.0,3.0,11.4
1039,목조,1.0,3.0,11.0,3.0,14.1
1040,,2.0,2.0,3.0,5.0,23.3
1041,목조,2.0,2.0,12.0,4.0,17.9
1042,목조,1.0,3.0,11.0,7.0,21.7
1043,목조,2.0,3.0,4.0,4.0,21.3
1044,벽돌,2.0,2.0,10.0,6.0,20.8
1045,목조,1.0,1.0,9.0,3.0,13.9
1046,목조,2.0,1.0,13.0,4.0,36.5
1047,,2.0,2.0,0.0,8.0,33.1
1048,벽돌,2.0,2.0,0.0,1.0,30.7
1049,철근콘크리트,1.0,3.0,2.0,5.0,27.4
1050,철근콘크리트,2.0,0.0,0.0,7.0,22.9
1051,철근콘크리트,2.0,2.0,1.0,1.0,19.8
1052,철근콘크리트,2.0,2.0,3.0,5.0,28.6
1053,목조,2.0,2.0,1.0,7.0,30.9
1054,목조,3.0,2.0,0.0,6.0,29.7
1055,목조,1.0,0.0,4.0,9.0,26.3
1056,목조,1.0,3.0,6.0,9.0,28.7
1057,목조,2.0,2.0,9.0,2.0,20.6
1058,벽돌,1.0,0.0,13.0,1.0,29.3
1059,벽돌,2.0,3.0,1.0,7.0,28.4
1060,벽돌,1.0,0.0,10.0,2.0,9.3
1061,목조,3.0,1.0,8.0,3.0,34.5
1062,철근콘크리트,1.0,3.0,14.0,5.0,26.5
1063,,1.0,2.0,11.0,9.0,24.0
1064,목조,3.0,3.0,11.0,3.0,25.7
1065,목조,3.0,0.0,12.0,2.0,26.3
1066,벽돌,,2.0,8.0,9.0,30.2
1067,철근콘크리트,1.0,2.0,9.0,3.0,21.3
1068,목조,2.0,2.0,11.0,7.0,34.8
1069,철근콘크리트,2.0,0.0,5.0,2.0,26.1
1070,벽돌,2.0,3.0,2.0,5.0,36.0
1071,목조,2.0,,7.0,2.0,29.5
1072,철근콘크리트,2.0,0.0,6.0,4.0,28.0
1073,철근콘크리트,,2.0,7.0,8.0,40.4
1074,벽돌,2.0,2.0,4.0,4.0,30.8
1075,철근콘크리트,1.0,1.0,6.0,6.0,13.2
1076,목조,1.0,1.0,9.0,3.0,22.2
1077,벽돌,1.0,0.0,7.0,8.0,25.5
1078,목조,2.0,3.0,0.0,6.0,42.4
1079,목조,1.0,3.0,10.0,6.0,29.4
1080,철근콘크리트,2.0,2.0,0.0,2.0,22.9
1081,목조,2.0,2.0,5.0,4.0,16.0
1082,목조,1.0,1.0,1.0,2.0,14.2
1083,목조,2.0,3.0,14.0,4.0,24.5
1084,벽돌,2.0,3.0,6.0,1.0,37.6
1085,목조,2.0,2.0,12.0,2.0,20.1
1086,목조,3.0,0.0,7.0,3.0,25.0
1087,목조,2.0,3.0,0.0,8.0,32.8
1088,철근콘크리트,2.0,1.0,4.0,5.0,23.1
1089,철근콘크리트,2.0,2.0,8.0,5.0,26.6
1090,벽돌,2.0,1.0,10.0,1.0,21.2
1091,철근콘크리트,1.0,2.0,9.0,9.0,31.0
1092,철근콘크리트,2.0,1.0,14.0,2.0,30.2
1093,목조,,2.0,5.0,4.0,13.4
1094,철근콘크리트,2.0,3.0,14.0,6.0,33.6
1095,,1.0,3.0,6.0,10.0,34.5
1096,목조,1.0,1.0,3.0,7.0,28.1
1097,벽돌,1.0,0.0,13.0,5.0,15.8
1098,벽돌,1.0,0.0,0.0,2.0,15.8
1099,목조,3.0,0.0,4.0,2.0,33.5
1100,벽돌,2.0,1.0,8.0,8.0,34.4
1101,목조,2.0,0.0,4.0,8.0,31.8
1102,목조,1.0,2.0,9.0,2.0,27.2
1103,철근콘크리트,2.0,2.0,8.0,7.0,39.3
1104,벽돌,1.0,2.0,7.0,6.0,30.1
1105,목조,1.0,3.0,5.0,8.0,26.3
1106,철근콘크리트,2.0,0.0,12.0,9.0,38.9
1107,벽돌,2.0,3.0,8.0,7.0,24.2
1108,철근콘크리트,2.0,1.0,12.0,5.0,36.8
1109,철근콘크리트,1.0,0.0,9.0,6.0,27.6
1110,벽돌,1.0,2.0,5.0,5.0,21.8
1111,목조,2.0,3.0,4.0,1.0,30.3
1112,목조,2.0,0.0,11.0,10.0,27.5
1113,철근콘크리트,,3.0,11.0,1.0,22.7
1114,벽돌,1.0,1.0,5.0,7.0,30.5
1115,벽돌,2.0,3.0,8.0,7.0,26.5
1116,벽돌,1.0,0.0,13.0,5.0,15.2
1117,철근콘크리트,2.0,,5.0,8.0,22.4
1118,목조,2.0,3.0,3.0,8.0,40.3
1119,철근콘크리트,2.0,3.0,4.0,3.0,28.2
1120,벽돌,2.0,0.0,2.0,9.0,22.4
1121,철근콘크리트,1.0,3.0,6.0,2.0,21.0
1122,철근콘크리트,2.0,2.0,12.0,6.0,38.1
1123,목조,2.0,0.0,2.0,9.0,33.0
1124,목조,2.0,1.0,6.0,6.0,33.1
1125,,1.0,,1.0,1.0,23.5
1126,목조,2.0,3.0,7.0,1.0,33.8
1127,철근콘크리트,2.0,3.0,4.0,6.0,31.2
1128,철근콘크리트,2.0,1.0,8.0,6.0,34.3
1129,목조,2.0,3.0,1.0,2.0,34.4
1130,벽돌,2.0,0.0,4.0,3.0,23.4
1131,벽돌,1.0,0.0,4.0,6.0,27.5
1132,목조,1.0,0.0,5.0,4.0,19.1
1133,철근콘크리트,3.0,1.0,5.0,2.0,29.0
1134,목조,1.0,0.0,5.0,1.0,14.6
1135,목조,2.0,0.0,7.0,4.0,25.3
1136,벽돌,3.0,3.0,9.0,5.0,39.2
1137,목조,3.0,1.0,6.0,10.0,34.7
1138,벽돌,3.0,0.0,8.0,5.0,26.0
1139,벽돌,3.0,3.0,2.0,8.0,40.7
1140,목조,2.0,0.0,8.0,5.0,24.8
1141,벽돌,1.0,3.0,3.0,8.0,21.7
1142,목조,2.0,3.0,4.0,7.0,35.6
1143,목조,1.0,3.0,0.0,5.0,20.9
1144,철근콘크리트,2.0,2.0,9.0,3.0,35.7
1145,철근콘크리트,2.0,1.0,6.0,10.0,24.8
1146,벽돌,1.0,3.0,3.0,2.0,32.6
1147,목조,2.0,0.0,6.0,10.0,22.9
1148,목조,2.0,3.0,12.0,10.0,37.5
1149,목조,1.0,1.0,6.0,10.0,28.6
1150,철근콘크리트,1.0,3.0,8.0,7.0,25.6
1151,목조,1.0,0.0,1.0,10.0,17.7
1152,벽돌,2.0,1.0,7.0,6.0,32.8
1153,벽돌,2.0,1.0,0.0,6.0,27.4
1154,벽돌,2.0,2.0,7.0,2.0,21.1
1155,,2.0,0.0,2.0,9.0,28.2
1156,벽돌,1.0,1.0,6.0,9.0,17.7
1157,철근콘크리트,2.0,0.0,11.0,10.0,21.7
1158,벽돌,2.0,1.0,7.0,4.0,32.1
1159,벽돌,1.0,2.0,5.0,5.0,15.5
1160,목조,1.0,2.0,14.0,9.0,30.0
1161,벽돌,2.0,2.0,3.0,7.0,34.0
1162,목조,2.0,3.0,9.0,3.0,32.2
1163,목조,2.0,2.0,9.0,3.0,37.0
1164,철근콘크리트,,0.0,1.0,6.0,19.8
1165,벽돌,1.0,0.0,5.0,10.0,23.1
1166,목조,1.0,0.0,7.0,1.0,15.0
1167,철근콘크리트,1.0,0.0,11.0,4.0,22.4
1168,벽돌,2.0,1.0,11.0,4.0,22.6
1169,목조,2.0,1.0,3.0,10.0,28.3
1170,벽돌,1.0,2.0,3.0,10.0,17.7
1171,목조,2.0,3.0,14.0,9.0,34.0
1172,벽돌,2.0,1.0,13.0,6.0,25.5
1173,벽돌,1.0,3.0,5.0,2.0,20.1
1174,철근콘크리트,2.0,1.0,0.0,8.0,42.3
1175,벽돌,2.0,,6.0,8.0,28.2
1176,철근콘크리트,1.0,0.0,5.0,1.0,16.8
1177,철근콘크리트,2.0,3.0,5.0,5.0,17.7
1178,철근콘크리트,1.0,3.0,6.0,6.0,26.2
1179,철근콘크리트,1.0,0.0,13.0,2.0,10.7
1180,벽돌,1.0,3.0,14.0,5.0,34.0
1181,철근콘크리트,2.0,3.0,4.0,8.0,27.7
1182,벽돌,3.0,2.0,7.0,2.0,37.2
1183,벽돌,3.0,2.0,6.0,3.0,36.6
1184,목조,3.0,3.0,4.0,1.0,26.7
1185,목조,3.0,2.0,5.0,4.0,37.7
1186,철근콘크리트,1.0,1.0,2.0,10.0,21.1
1187,벽돌,2.0,1.0,12.0,3.0,25.2
1188,목조,2.0,,7.0,1.0,28.7
1189,,3.0,0.0,7.0,6.0,29.7
1190,철근콘크리트,1.0,3.0,0.0,4.0,20.6
1191,목조,2.0,2.0,7.0,5.0,30.8
1192,목조,2.0,0.0,9.0,5.0,24.0
1193,벽돌,2.0,0.0,9.0,5.0,20.9
1194,벽돌,1.0,1.0,8.0,8.0,20.2
1195,목조,2.0,0.0,4.0,3.0,23.6
1196,철근콘크리트,1.0,,11.0,10.0,23.1
1197,벽돌,2.0,2.0,4.0,2.0,21.9
1198,철근콘크리트,2.0,3.0,14.0,5.0,31.0
1199,목조,1.0,2.0,3.0,8.0,27.8
1200,목조,2.0,2.0,6.0,8.0,26.4
1201,벽돌,2.0,,5.0,3.0,26.9
1202,목조,2.0,3.0,7.0,5.0,25.3
1203,벽돌,1.0,0.0,14.0,5.0,23.1
1204,벽돌,1.0,2.0,0.0,6.0,26.3
1205,목조,2.0,1.0,5.0,7.0,23.5
1206,철근콘크리트,3.0,0.0,11.0,2.0,35.9
1207,벽돌,2.0,1.0,14.0,1.0,35.9
1208,철근콘크리트,1.0,0.0,7.0,5.0,19.2
1209,목조,2.0,3.0,8.0,2.0,22.7
1210,벽돌,1.0,1.0,10.0,8.0,15.4
1211,목조,1.0,3.0,11.0,2.0,23.3
1212,목조,1.0,2.0,0.0,8.0,30.0
1213,목조,2.0,0.0,11.0,2.0,21.4
1214,철근콘크리트,1.0,1.0,13.0,5.0,25.1
1215,철근콘크리트,1.0,1.0,12.0,8.0,26.1
1216,철근콘크리트,2.0,2.0,0.0,10.0,32.3
1217,철근콘크리트,2.0,1.0,8.0,10.0,31.1
1218,벽돌,3.0,1.0,13.0,4.0,22.8
1219,벽돌,2.0,2.0,11.0,8.0,37.8
1220,철근콘크리트,2.0,2.0,13.0,3.0,39.3
1221,목조,2.0,1.0,2.0,8.0,31.3
1222,목조,1.0,1.0,6.0,1.0,23.0
1223,목조,1.0,0.0,9.0,9.0,15.2
1224,목조,2.0,0.0,5.0,10.0,21.2
1225,벽돌,2.0,1.0,4.0,7.0,29.1
1226,벽돌,2.0,3.0,14.0,1.0,31.5
1227,철근콘크리트,1.0,1.0,12.0,1.0,24.2
1228,벽돌,2.0,0.0,2.0,6.0,28.8
1229,벽돌,1.0,0.0,1.0,9.0,30.0
1230,벽돌,2.0,1.0,12.0,6.0,26.7
1231,목조,2.0,1.0,6.0,5.0,36.8
1232,벽돌,1.0,,12.0,10.0,27.3
1233,철근콘크리트,2.0,1.0,12.0,10.0,30.5
1234,철근콘크리트,3.0,0.0,12.0,3.0,33.6
1235,목조,2.0,1.0,4.0,8.0,27.8
1236,목조,1.0,0.0,10.0,6.0,26.5
1237,벽돌,2.0,1.0,10.0,6.0,27.4
1238,벽돌,1.0,2.0,10.0,3.0,23.8
1239,철근콘크리트,2.0,3.0,12.0,9.0,38.1
1240,목조,2.0,3.0,8.0,5.0,26.3
1241,철근콘크리트,2.0,3.0,9.0,2.0,32.5
1242,철근콘크리트,1.0,0.0,6.0,4.0,22.1
1243,벽돌,1.0,0.0,8.0,10.0,21.9
1244,철근콘크리트,2.0,3.0,0.0,1.0,25.1
1245,벽돌,3.0,3.0,6.0,5.0,38.5
1246,철근콘크리트,2.0,2.0,14.0,3.0,25.0
1247,목조,3.0,1.0,3.0,10.0,35.6
1248,철근콘크리트,1.0,2.0,2.0,8.0,16.5
1249,벽돌,1.0,3.0,5.0,5.0,24.4
1250,목조,2.0,3.0,3.0,10.0,41.4
1251,목조,1.0,1.0,1.0,1.0,20.4
1252,목조,2.0,0.0,12.0,2.0,27.4
1253,벽돌,2.0,3.0,0.0,8.0,32.7
1254,벽돌,2.0,0.0,2.0,7.0,27.5
1255,목조,1.0,1.0,4.0,1.0,13.5
1256,벽돌,2.0,1.0,10.0,4.0,34.0
1257,철근콘크리트,2.0,0.0,7.0,6.0,22.3
1258,,1.0,2.0,3.0,8.0,29.5
1259,목조,2.0,2.0,5.0,10.0,42.3
1260,목조,1.0,3.0,4.0,7.0,32.5
1261,벽돌,1.0,3.0,0.0,10.0,23.4
1262,벽돌,2.0,0.0,7.0,2.0,32.5
1263,목조,1.0,2.0,7.0,5.0,21.6
1264,목조,2.0,2.0,5.0,4.0,27.4
1265,목조,2.0,3.0,11.0,2.0,28.4
1266,목조,3.0,0.0,14.0,9.0,36.9
1267,벽돌,,1.0,3.0,3.0,21.0
1268,철근콘크리트,2.0,1.0,8.0,5.0,29.4
1269,철근콘크리트,2.0,3.0,10.0,8.0,37.6
1270,철근콘크리트,2.0,0.0,11.0,7.0,25.4
1271,철근콘크리트,1.0,2.0,0.0,8.0,21.4
1272,목조,1.0,2.0,4.0,3.0,29.5
1273,목조,2.0,1.0,13.0,8.0,27.0
1274,목조,2.0,2.0,0.0,4.0,28.0
1275,철근콘크리트,2.0,0.0,3.0,2.0,20.8
1276,철근콘크리트,2.0,0.0,6.0,2.0,26.8
1277,철근콘크리트,1.0,1.0,14.0,5.0,29.3
1278,목조,1.0,2.0,9.0,2.0,20.7
1279,철근콘크리트,1.0,2.0,12.0,8.0,18.1
1280,벽돌,2.0,0.0,7.0,9.0,26.1
1281,철근콘크리트,2.0,1.0,2.0,10.0,42.8
1282,철근콘크리트,2.0,2.0,13.0,5.0,28.6
1283,목조,3.0,3.0,6.0,1.0,33.7
1284,벽돌,3.0,3.0,7.0,7.0,28.5
1285,,2.0,3.0,6.0,1.0,31.8
1286,벽돌,,3.0,10.0,3.0,40.6
1287,목조,2.0,0.0,10.0,10.0,35.6
1288,목조,1.0,0.0,0.0,2.0,21.0
1289,목조,1.0,1.0,1.0,2.0,17.1
1290,철근콘크리트,2.0,3.0,5.0,2.0,32.2
1291,벽돌,1.0,1.0,5.0,6.0,18.8
1292,철근콘크리트,2.0,2.0,3.0,6.0,29.1
1293,벽돌,3.0,2.0,7.0,3.0,30.6
1294,철근콘크리트,3.0,3.0,5.0,1.0,38.6
1295,목조,1.0,3.0,7.0,8.0,32.9
1296,목조,1.0,0.0,14.0,5.0,21.6
1297,벽돌,2.0,2.0,10.0,9.0,39.7
1298,목조,2.0,1.0,0.0,9.0,31.5
1299,벽돌,2.0,2.0,11.0,10.0,32.8
1300,철근콘크리트,3.0,0.0,9.0,10.0,38.3
1301,벽돌,1.0,0.0,5.0,3.0,15.0
1302,벽돌,2.0,2.0,1.0,8.0,43.6
1303,목조,2.0,0.0,14.0,3.0,21.5
1304,목조,2.0,1.0,0.0,5.0,14.4
1305,철근콘크리트,2.0,3.0,2.0,3.0,39.0
1306,벽돌,1.0,1.0,14.0,7.0,31.1
1307,벽돌,2.0,2.0,10.0,1.0,26.6
1308,벽돌,1.0,1.0,9.0,4.0,21.4
1309,목조,2.0,3.0,13.0,5.0,32.6
1310,벽돌,2.0,3.0,5.0,1.0,17.9
1311,목조,2.0,0.0,7.0,7.0,22.4
1312,벽돌,1.0,0.0,3.0,8.0,23.4
1313,벽돌,1.0,1.0,7.0,2.0,24.6
1314,벽돌,2.0,3.0,1.0,7.0,31.3
1315,벽돌,2.0,0.0,1.0,2.0,25.3
1316,목조,1.0,1.0,2.0,10.0,27.8
1317,목조,1.0,2.0,11.0,4.0,35.2
1318,철근콘크리트,1.0,0.0,7.0,6.0,21.2
1319,철근콘크리트,1.0,3.0,11.0,9.0,28.1
1320,벽돌,2.0,1.0,1.0,2.0,21.1
1321,벽돌,2.0,1.0,3.0,6.0,36.6
1322,벽돌,2.0,1.0,7.0,10.0,24.8
1323,철근콘크리트,2.0,1.0,9.0,2.0,16.7
1324,목조,2.0,0.0,1.0,2.0,22.6
1325,벽돌,1.0,0.0,5.0,8.0,12.1
1326,목조,1.0,3.0,1.0,5.0,25.4
1327,벽돌,2.0,0.0,13.0,3.0,22.1
1328,벽돌,2.0,1.0,0.0,6.0,20.7
1329,벽돌,2.0,2.0,13.0,9.0,34.3
1330,철근콘크리트,2.0,3.0,5.0,6.0,39.7
1331,목조,1.0,3.0,9.0,3.0,24.2
1332,철근콘크리트,,0.0,5.0,7.0,21.2
1333,,2.0,2.0,5.0,3.0,33.1
1334,철근콘크리트,2.0,3.0,5.0,5.0,24.2
1335,목조,,2.0,0.0,10.0,31.9
1336,목조,2.0,1.0,2.0,6.0,30.1
1337,목조,3.0,2.0,9.0,7.0,37.1
1338,목조,2.0,2.0,10.0,6.0,21.0
1339,목조,3.0,1.0,9.0,2.0,22.4
1340,철근콘크리트,2.0,2.0,5.0,3.0,37.9
1341,벽돌,2.0,1.0,6.0,1.0,32.4
1342,목조,2.0,1.0,0.0,2.0,22.3
1343,철근콘크리트,1.0,1.0,5.0,2.0,22.4
1344,벽돌,1.0,2.0,3.0,1.0,26.6
1345,벽돌,2.0,2.0,0.0,5.0,31.6
1346,벽돌,1.0,0.0,11.0,6.0,15.7
1347,철근콘크리트,2.0,2.0,7.0,4.0,23.3
1348,철근콘크리트,1.0,3.0,7.0,6.0,30.6
1349,목조,1.0,2.0,3.0,2.0,19.4
1350,목조,1.0,1.0,0.0,9.0,22.0
1351,벽돌,2.0,1.0,5.0,10.0,24.0
1352,벽돌,2.0,0.0,3.0,5.0,19.6
1353,철근콘크리트,2.0,1.0,6.0,8.0,31.4
1354,,2.0,0.0,6.0,3.0,24.2
1355,철근콘크리트,2.0,1.0,14.0,7.0,33.5
1356,철근콘크리트,1.0,0.0,9.0,3.0,15.2
1357,목조,2.0,0.0,7.0,10.0,38.4
1358,철근콘크리트,1.0,2.0,0.0,10.0,21.6
1359,목조,1.0,1.0,3.0,3.0,20.2
1360,철근콘크리트,1.0,2.0,11.0,10.0,29.8
1361,철근콘크리트,1.0,3.0,0.0,2.0,21.3
1362,목조,2.0,0.0,11.0,10.0,31.1
1363,철근콘크리트,1.0,0.0,3.0,8.0,13.8
1364,벽돌,1.0,0.0,11.0,6.0,20.9
1365,철근콘크리트,3.0,1.0,14.0,1.0,24.3
1366,벽돌,2.0,0.0,7.0,7.0,33.6
1367,목조,2.0,2.0,4.0,6.0,35.8
1368,철근콘크리트,1.0,2.0,7.0,1.0,20.8
1369,철근콘크리트,1.0,1.0,4.0,9.0,17.3
1370,벽돌,2.0,1.0,13.0,2.0,27.7
1371,철근콘크리트,2.0,0.0,5.0,7.0,31.1
1372,철근콘크리트,1.0,0.0,12.0,9.0,19.7
1373,목조,1.0,2.0,10.0,1.0,18.5
1374,철근콘크리트,1.0,2.0,7.0,7.0,27.6
1375,벽돌,1.0,,7.0,4.0,18.2
1376,벽돌,2.0,0.0,4.0,10.0,27.1
1377,철근콘크리트,2.0,2.0,12.0,5.0,30.7
1378,철근콘크리트,2.0,1.0,5.0,2.0,34.4
1379,철근콘크리트,,,13.0,9.0,23.7
1380,철근콘크리트,2.0,3.0,6.0,10.0,40.3
1381,목조,2.0,1.0,10.0,7.0,32.1
1382,철근콘크리트,2.0,0.0,14.0,6.0,17.0
1383,목조,2.0,1.0,5.0,6.0,32.8
1384,벽돌,2.0,3.0,13.0,3.0,37.0
1385,철근콘크리트,3.0,1.0,4.0,2.0,29.1
1386,목조,1.0,0.0,11.0,2.0,28.9
1387,목조,2.0,0.0,5.0,7.0,24.3
1388,철근콘크리트,2.0,0.0,13.0,1.0,19.5
1389,벽돌,1.0,0.0,6.0,3.0,12.5
1390,벽돌,2.0,1.0,3.0,2.0,27.7
1391,벽돌,2.0,1.0,0.0,4.0,19.1
1392,목조,2.0,0.0,7.0,4.0,17.9
1393,목조,3.0,2.0,6.0,10.0,35.9
1394,목조,2.0,3.0,1.0,1.0,30.6
1395,철근콘크리트,1.0,0.0,2.0,10.0,18.2
1396,목조,2.0,1.0,13.0,8.0,19.0
1397,목조,1.0,3.0,6.0,2.0,24.6
1398,철근콘크리트,1.0,3.0,0.0,10.0,24.3
1399,벽돌,2.0,2.0,0.0,9.0,39.1
1400,목조,2.0,1.0,7.0,10.0,31.3
1401,벽돌,1.0,2.0,0.0,8.0,31.9
1402,벽돌,,,8.0,4.0,28.6
1403,목조,1.0,0.0,6.0,4.0,16.1
1404,철근콘크리트,1.0,0.0,7.0,10.0,26.2
1405,철근콘크리트,2.0,3.0,2.0,4.0,28.4
1406,철근콘크리트,,2.0,13.0,5.0,38.8
1407,벽돌,2.0,0.0,14.0,9.0,33.8
1408,목조,3.0,3.0,13.0,2.0,41.8
1409,목조,2.0,1.0,0.0,4.0,35.3
1410,벽돌,1.0,,6.0,9.0,33.4
1411,목조,3.0,2.0,4.0,4.0,26.5
1412,벽돌,1.0,2.0,13.0,1.0,28.4
1413,벽돌,2.0,3.0,2.0,1.0,19.8
1414,철근콘크리트,2.0,,12.0,9.0,25.4
1415,목조,1.0,1.0,2.0,3.0,12.2
1416,목조,2.0,1.0,4.0,9.0,24.9
1417,벽돌,2.0,3.0,7.0,2.0,19.4
1418,,2.0,3.0,10.0,1.0,33.1
1419,벽돌,1.0,1.0,7.0,2.0,17.4
1420,철근콘크리트,2.0,2.0,0.0,3.0,25.0
1421,목조,2.0,0.0,11.0,9.0,29.3
1422,철근콘크리트,2.0,0.0,10.0,1.0,20.3
1423,철근콘크리트,,0.0,0.0,8.0,12.3
1424,목조,2.0,0.0,3.0,10.0,21.7
1425,철근콘크리트,1.0,3.0,11.0,4.0,23.7
1426,목조,2.0,1.0,7.0,8.0,34.9
1427,벽돌,1.0,1.0,9.0,3.0,21.2
1428,철근콘크리트,2.0,0.0,12.0,2.0,26.6
1429,철근콘크리트,2.0,0.0,1.0,3.0,17.3
1430,목조,2.0,2.0,2.0,9.0,31.1
1431,목조,1.0,3.0,9.0,8.0,23.6
1432,벽돌,2.0,3.0,5.0,8.0,27.4
1433,,1.0,2.0,13.0,5.0,28.8
1434,벽돌,1.0,0.0,11.0,9.0,18.6
1435,목조,3.0,3.0,13.0,1.0,30.5
1436,벽돌,1.0,0.0,3.0,8.0,22.0
1437,철근콘크리트,2.0,2.0,5.0,9.0,31.1
1438,벽돌,3.0,1.0,3.0,4.0,34.0
1439,벽돌,3.0,0.0,14.0,6.0,24.2
1440,철근콘크리트,1.0,1.0,4.0,7.0,29.6
1441,철근콘크리트,2.0,0.0,8.0,8.0,28.5
1442,벽돌,2.0,1.0,6.0,1.0,14.8
1443,철근콘크리트,1.0,0.0,10.0,4.0,17.2
1444,벽돌,2.0,2.0,8.0,4.0,36.7
1445,,1.0,2.0,2.0,6.0,21.6
1446,철근콘크리트,2.0,,14.0,1.0,33.8
1447,목조,1.0,3.0,11.0,10.0,27.6
1448,벽돌,2.0,3.0,7.0,9.0,36.8
1449,목조,2.0,3.0,12.0,5.0,29.7
1450,목조,2.0,0.0,13.0,7.0,20.7
1451,목조,1.0,0.0,0.0,1.0,16.5
1452,벽돌,1.0,0.0,9.0,10.0,24.7
1453,목조,2.0,2.0,0.0,8.0,37.1
1454,목조,2.0,0.0,8.0,7.0,27.8
1455,목조,2.0,3.0,12.0,7.0,32.0
1456,벽돌,1.0,2.0,14.0,8.0,23.5
1457,철근콘크리트,2.0,1.0,1.0,1.0,29.2
1458,벽돌,2.0,1.0,11.0,4.0,31.2
1459,벽돌,2.0,2.0,12.0,7.0,27.2
1460,목조,1.0,0.0,7.0,8.0,27.4
1461,목조,1.0,0.0,4.0,7.0,18.8
1462,철근콘크리트,2.0,2.0,13.0,10.0,41.2
1463,목조,2.0,3.0,5.0,8.0,36.6
1464,목조,1.0,1.0,14.0,7.0,30.6
1465,벽돌,2.0,1.0,8.0,10.0,30.4
1466,철근콘크리트,1.0,3.0,14.0,8.0,32.7
1467,철근콘크리트,1.0,1.0,2.0,6.0,26.3
1468,철근콘크리트,3.0,3.0,13.0,6.0,34.5
1469,벽돌,1.0,3.0,2.0,2.0,16.5
1470,철근콘크리트,1.0,2.0,13.0,3.0,14.6
1471,철근콘크리트,1.0,2.0,2.0,7.0,21.8
1472,목조,2.0,,1.0,4.0,39.4
1473,철근콘크리트,2.0,3.0,8.0,4.0,31.5
1474,목조,1.0,1.0,11.0,4.0,13.3
1475,철근콘크리트,1.0,0.0,12.0,9.0,19.0
1476,벽돌,1.0,3.0,12.0,6.0,27.0
1477,벽돌,2.0,2.0,7.0,2.0,33.0
1478,벽돌,2.0,2.0,5.0,10.0,35.7
1479,벽돌,2.0,3.0,10.0,1.0,37.5
1480,벽돌,1.0,0.0,11.0,7.0,25.6
1481,철근콘크리트,2.0,1.0,8.0,2.0,32.9
1482,벽돌,2.0,3.0,13.0,2.0,27.5
1483,,1.0,2.0,8.0,4.0,11.7
1484,철근콘크리트,2.0,2.0,7.0,3.0,24.6
1485,벽돌,1.0,3.0,7.0,3.0,20.5
1486,철근콘크리트,1.0,2.0,7.0,5.0,22.5
1487,철근콘크리트,1.0,1.0,5.0,9.0,30.1
1488,목조,2.0,0.0,7.0,4.0,22.9
1489,벽돌,2.0,1.0,14.0,10.0,25.5
1490,,,2.0,2.0,5.0,30.2
1491,철근콘크리트,2.0,2.0,8.0,2.0,28.8
1492,벽돌,2.0,0.0,1.0,10.0,19.5
1493,목조,2.0,3.0,7.0,1.0,37.6
1494,벽돌,1.0,2.0,9.0,7.0,23.3
1495,벽돌,1.0,1.0,9.0,6.0,21.1
1496,벽돌,,0.0,3.0,2.0,12.1
1497,,2.0,3.0,5.0,4.0,28.4
1498,목조,1.0,3.0,3.0,7.0,18.9
1499,철근콘크리트,1.0,2.0,14.0,6.0,23.4
1500,목조,1.0,1.0,6.0,3.0,20.3
