number,region,area_sqm,num_rooms,num_bathrooms,building_age
1328,마포,94.0,1.0,1.0,21.0
1329,강남,124.0,3.0,3.0,22.0
1330,강남,182.0,4.0,3.0,25.0
1331,강북,90.0,4.0,,6.0
1332,마포,74.0,4.0,3.0,11.0
1333,강남,119.0,2.0,3.0,4.0
1334,강북,82.0,4.0,3.0,15.0
1335,마포,174.0,3.0,1.0,30.0
1336,서초,150.0,5.0,2.0,28.0
1337,서초,153.0,4.0,2.0,8.0
1338,마포,73.0,3.0,3.0,29.0
1339,강북,184.0,3.0,,37.0
1340,강남,186.0,,2.0,11.0
1341,마포,178.0,5.0,3.0,5.0
1342,강남,92.0,3.0,3.0,32.0
1343,강남,52.0,1.0,2.0,9.0
1344,서초,105.0,1.0,2.0,11.0
1345,마포,165.0,2.0,2.0,12.0
1346,강북,114.0,,2.0,39.0
1347,마포,112.0,2.0,3.0,28.0
1348,강남,63.0,4.0,3.0,13.0
1349,강북,107.0,2.0,3.0,18.0
1350,서초,77.0,4.0,,36.0
1351,마포,80.0,3.0,2.0,15.0
1352,강북,113.0,3.0,2.0,10.0
1353,강북,169.0,5.0,1.0,3.0
1354,마포,116.0,1.0,2.0,0.0
1355,강남,122.0,4.0,1.0,13.0
1356,마포,53.0,3.0,2.0,20.0
1357,서초,195.0,2.0,3.0,6.0
1358,마포,55.0,5.0,3.0,27.0
1359,서초,93.0,3.0,1.0,37.0
1360,강남,63.0,2.0,1.0,13.0
1361,서초,60.0,3.0,1.0,31.0
1362,강북,179.0,5.0,2.0,7.0
1363,강북,100.0,1.0,3.0,35.0
1364,강남,74.0,4.0,1.0,38.0
1365,강북,181.0,1.0,3.0,21.0
1366,강남,190.0,5.0,2.0,38.0
1367,강남,163.0,,2.0,22.0
1368,마포,88.0,2.0,1.0,21.0
1369,강북,58.0,4.0,1.0,17.0
1370,강북,182.0,4.0,1.0,14.0
1371,강남,150.0,5.0,3.0,27.0
1372,마포,60.0,2.0,1.0,15.0
1373,강북,71.0,5.0,2.0,13.0
1374,마포,82.0,4.0,3.0,4.0
1375,서초,62.0,2.0,1.0,24.0
1376,마포,130.0,3.0,1.0,14.0
1377,강남,116.0,4.0,1.0,28.0
1378,강남,191.0,4.0,,26.0
1379,강북,99.0,4.0,2.0,0.0
1380,강남,128.0,5.0,2.0,8.0
1381,마포,165.0,3.0,1.0,12.0
1382,마포,91.0,1.0,1.0,35.0
1383,강남,131.0,4.0,3.0,14.0
1384,강남,149.0,3.0,1.0,16.0
1385,강북,177.0,4.0,2.0,0.0
1386,강남,101.0,5.0,3.0,4.0
1387,강남,106.0,3.0,2.0,34.0
1388,강북,151.0,4.0,2.0,27.0
1389,강북,80.0,4.0,3.0,28.0
1390,마포,130.0,4.0,3.0,
1391,기타,162.0,3.0,2.0,38.0
1392,강북,144.0,4.0,2.0,36.0
1393,마포,192.0,5.0,2.0,27.0
1394,강남,117.0,1.0,2.0,16.0
1395,강북,85.0,5.0,2.0,20.0
1396,강북,128.0,4.0,3.0,28.0
1397,서초,58.0,4.0,1.0,19.0
1398,강북,98.0,1.0,1.0,15.0
1399,강남,158.0,4.0,3.0,11.0
1400,마포,153.0,5.0,3.0,22.0
1401,강남,91.0,4.0,3.0,11.0
1402,서초,149.0,5.0,3.0,33.0
1403,기타,75.0,4.0,2.0,
1404,강남,54.0,5.0,3.0,12.0
1405,마포,141.0,3.0,,27.0
1406,서초,196.0,4.0,2.0,18.0
1407,강남,169.0,2.0,2.0,0.0
1408,강남,172.0,3.0,2.0,1.0
1409,강남,162.0,1.0,2.0,2.0
1410,강남,111.0,4.0,1.0,29.0
1411,강북,190.0,5.0,2.0,37.0
1412,강남,71.0,5.0,2.0,10.0
1413,기타,118.0,1.0,1.0,21.0
1414,서초,104.0,3.0,1.0,26.0
1415,기타,55.0,4.0,3.0,20.0
1416,기타,150.0,4.0,2.0,20.0
1417,강북,111.0,4.0,,37.0
1418,강남,102.0,2.0,3.0,3.0
1419,마포,83.0,2.0,2.0,26.0
1420,마포,125.0,4.0,1.0,25.0
1421,강북,157.0,4.0,2.0,0.0
1422,마포,161.0,,3.0,39.0
1423,강북,86.0,1.0,,34.0
1424,기타,107.0,5.0,2.0,9.0
1425,강북,84.0,2.0,1.0,4.0
1426,서초,144.0,4.0,2.0,6.0
1427,서초,50.0,2.0,3.0,11.0
1428,서초,135.0,1.0,1.0,
1429,강북,134.0,3.0,2.0,26.0
1430,마포,140.0,2.0,,13.0
1431,강북,54.0,5.0,1.0,6.0
1432,강북,147.0,2.0,3.0,24.0
1433,강남,108.0,4.0,2.0,34.0
1434,강북,54.0,4.0,1.0,2.0
1435,강북,188.0,3.0,2.0,18.0
1436,강북,128.0,1.0,3.0,8.0
1437,마포,184.0,3.0,1.0,39.0
1438,서초,182.0,5.0,2.0,20.0
1439,기타,185.0,1.0,1.0,21.0
1440,강남,74.0,3.0,3.0,1.0
1441,마포,140.0,5.0,3.0,14.0
1442,강북,86.0,3.0,1.0,22.0
1443,강남,63.0,3.0,1.0,18.0
1444,강남,144.0,5.0,1.0,10.0
1445,서초,73.0,1.0,3.0,32.0
1446,강남,158.0,3.0,3.0,32.0
1447,서초,68.0,5.0,1.0,34.0
1448,마포,146.0,4.0,3.0,5.0
1449,서초,128.0,4.0,3.0,39.0
1450,마포,77.0,,1.0,14.0
1451,기타,106.0,2.0,1.0,3.0
1452,마포,93.0,,3.0,15.0
1453,서초,151.0,2.0,3.0,0.0
1454,마포,158.0,1.0,2.0,14.0
1455,서초,142.0,1.0,1.0,32.0
1456,기타,75.0,4.0,1.0,2.0
1457,마포,197.0,1.0,2.0,18.0
1458,강남,138.0,1.0,1.0,16.0
1459,강북,117.0,2.0,1.0,1.0
1460,서초,96.0,1.0,2.0,2.0
1461,마포,80.0,3.0,2.0,23.0
1462,강남,187.0,2.0,,19.0
1463,서초,164.0,1.0,3.0,19.0
1464,강남,74.0,5.0,,6.0
1465,강남,97.0,3.0,1.0,18.0
1466,서초,121.0,,2.0,29.0
1467,서초,73.0,4.0,1.0,6.0
1468,마포,194.0,4.0,2.0,36.0
1469,마포,62.0,1.0,1.0,37.0
1470,강북,55.0,1.0,1.0,
1471,강북,75.0,2.0,2.0,2.0
1472,서초,187.0,4.0,2.0,12.0
1473,강북,163.0,2.0,3.0,3.0
1474,강북,59.0,1.0,1.0,21.0
1475,마포,73.0,2.0,1.0,25.0
1476,마포,72.0,4.0,2.0,12.0
1477,마포,161.0,4.0,2.0,4.0
1478,서초,169.0,5.0,2.0,31.0
1479,강남,198.0,4.0,1.0,34.0
1480,강남,61.0,1.0,2.0,3.0
1481,강남,162.0,3.0,2.0,18.0
1482,강남,101.0,3.0,2.0,37.0
1483,기타,60.0,1.0,1.0,33.0
1484,마포,129.0,4.0,3.0,29.0
1485,마포,58.0,3.0,1.0,26.0
1486,강북,101.0,5.0,2.0,24.0
1487,강남,93.0,4.0,3.0,16.0
1488,마포,143.0,5.0,3.0,33.0
1489,기타,181.0,2.0,2.0,35.0
1490,강남,123.0,3.0,2.0,0.0
1491,마포,147.0,1.0,2.0,11.0
1492,기타,137.0,4.0,1.0,18.0
1493,강남,199.0,3.0,2.0,30.0
1494,마포,100.0,3.0,2.0,33.0
1495,기타,98.0,2.0,1.0,3.0
1496,강북,100.0,2.0,1.0,31.0
1497,강남,122.0,3.0,1.0,19.0
1498,강북,99.0,2.0,3.0,39.0
1499,강남,59.0,1.0,1.0,32.0
1500,마포,68.0,2.0,2.0,8.0
